"county","year","income_bracket","housing_burden","share","source"
"San Mateo","2,024","$20,000 to $35,000","Less than 20% of income","0.03344100323","ACS_B25074_B25095_1YR"
"San Mateo","2,024","$20,000 to $35,000","20% to 24% of income","0.02251567547","ACS_B25074_B25095_1YR"
"San Mateo","2,024","$20,000 to $35,000","25% to 29% of income","0.04056621699","ACS_B25074_B25095_1YR"
"San Mateo","2,024","$20,000 to $35,000","30% to 34% of income","0.0561466844","ACS_B25074_B25095_1YR"
"San Mateo","2,024","$20,000 to $35,000","35% to 39% of income","0.06764202926","ACS_B25074_B25095_1YR"
"San Mateo","2,024","$20,000 to $35,000","40% to 49% of income","0.06317689531","ACS_B25074_B25095_1YR"
"San Mateo","2,024","$20,000 to $35,000","At least 50% of income","0.71651149534","ACS_B25074_B25095_1YR"
"San Mateo","2,024","$35,000 to $50,000","Less than 20% of income","0.07941983536","ACS_B25074_B25095_1YR"
"San Mateo","2,024","$35,000 to $50,000","20% to 24% of income","0.03567228538","ACS_B25074_B25095_1YR"
"San Mateo","2,024","$35,000 to $50,000","25% to 29% of income","0.05574284594","ACS_B25074_B25095_1YR"
"San Mateo","2,024","$35,000 to $50,000","30% to 34% of income","0.0533124265","ACS_B25074_B25095_1YR"
"San Mateo","2,024","$35,000 to $50,000","35% to 39% of income","0.03598588789","ACS_B25074_B25095_1YR"
"San Mateo","2,024","$35,000 to $50,000","40% to 49% of income","0.07024696198","ACS_B25074_B25095_1YR"
"San Mateo","2,024","$35,000 to $50,000","At least 50% of income","0.66961975696","ACS_B25074_B25095_1YR"
"San Mateo","2,024","$50,000 to $75,000","Less than 20% of income","0.13826447319","ACS_B25074_B25095_1YR"
"San Mateo","2,024","$50,000 to $75,000","20% to 24% of income","0.07564150864","ACS_B25074_B25095_1YR"
"San Mateo","2,024","$50,000 to $75,000","25% to 29% of income","0.07074385701","ACS_B25074_B25095_1YR"
"San Mateo","2,024","$50,000 to $75,000","30% to 34% of income","0.08907865545","ACS_B25074_B25095_1YR"
"San Mateo","2,024","$50,000 to $75,000","35% to 39% of income","0.09652978358","ACS_B25074_B25095_1YR"
"San Mateo","2,024","$50,000 to $75,000","40% to 49% of income","0.15923646867","ACS_B25074_B25095_1YR"
"San Mateo","2,024","$50,000 to $75,000","At least 50% of income","0.37050525346","ACS_B25074_B25095_1YR"
"San Mateo","2,024","$75,000 to $100,000","Less than 20% of income","0.23628710678","ACS_B25074_B25095_1YR"
"San Mateo","2,024","$75,000 to $100,000","20% to 24% of income","0.06792202038","ACS_B25074_B25095_1YR"
"San Mateo","2,024","$75,000 to $100,000","25% to 29% of income","0.07230837395","ACS_B25074_B25095_1YR"
"San Mateo","2,024","$75,000 to $100,000","30% to 34% of income","0.16699158175","ACS_B25074_B25095_1YR"
"San Mateo","2,024","$75,000 to $100,000","35% to 39% of income","0.14226849801","ACS_B25074_B25095_1YR"
"San Mateo","2,024","$75,000 to $100,000","40% to 49% of income","0.15042091272","ACS_B25074_B25095_1YR"
"San Mateo","2,024","$75,000 to $100,000","At least 50% of income","0.16380150642","ACS_B25074_B25095_1YR"
"San Mateo","2,024","$100,000 or more","Less than 20% of income","0.58220732162","ACS_B25074_B25095_1YR"
"San Mateo","2,024","$100,000 or more","20% to 24% of income","0.1432207886","ACS_B25074_B25095_1YR"
"San Mateo","2,024","$100,000 or more","25% to 29% of income","0.1147911093","ACS_B25074_B25095_1YR"
"San Mateo","2,024","$100,000 or more","30% to 34% of income","0.05632316254","ACS_B25074_B25095_1YR"
"San Mateo","2,024","$100,000 or more","35% to 39% of income","0.03208145665","ACS_B25074_B25095_1YR"
"San Mateo","2,024","$100,000 or more","40% to 49% of income","0.03453667017","ACS_B25074_B25095_1YR"
"San Mateo","2,024","$100,000 or more","At least 50% of income","0.03683949112","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","Less than $10,000","Less than 20% of income","0.00274399288","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","Less than $10,000","20% to 24% of income","0","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","Less than $10,000","25% to 29% of income","0","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","Less than $10,000","30% to 34% of income","0.01045683773","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","Less than $10,000","35% to 39% of income","0","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","Less than $10,000","40% to 49% of income","0","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","Less than $10,000","At least 50% of income","0.98679916939","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$10,000 to $20,000","Less than 20% of income","0.01705248682","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$10,000 to $20,000","20% to 24% of income","0.02369928948","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$10,000 to $20,000","25% to 29% of income","0.0557414623","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$10,000 to $20,000","30% to 34% of income","0.08407059363","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$10,000 to $20,000","35% to 39% of income","0.04538161815","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$10,000 to $20,000","40% to 49% of income","0.06820994728","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$10,000 to $20,000","At least 50% of income","0.70584460234","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$20,000 to $35,000","Less than 20% of income","0.03637348867","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$20,000 to $35,000","20% to 24% of income","0.01988010973","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$20,000 to $35,000","25% to 29% of income","0.03877806753","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$20,000 to $35,000","30% to 34% of income","0.07535476005","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$20,000 to $35,000","35% to 39% of income","0.04633047719","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$20,000 to $35,000","40% to 49% of income","0.10072137366","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$20,000 to $35,000","At least 50% of income","0.68256172317","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$35,000 to $50,000","Less than 20% of income","0.09787917308","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$35,000 to $50,000","20% to 24% of income","0.03412055931","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$35,000 to $50,000","25% to 29% of income","0.03425436542","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$35,000 to $50,000","30% to 34% of income","0.05783769318","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$35,000 to $50,000","35% to 39% of income","0.0438884057","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$35,000 to $50,000","40% to 49% of income","0.1343413394","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$35,000 to $50,000","At least 50% of income","0.59767846391","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$50,000 to $75,000","Less than 20% of income","0.15143035414","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$50,000 to $75,000","20% to 24% of income","0.05483181758","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$50,000 to $75,000","25% to 29% of income","0.04206923935","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$50,000 to $75,000","30% to 34% of income","0.07199984874","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$50,000 to $75,000","35% to 39% of income","0.09041577644","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$50,000 to $75,000","40% to 49% of income","0.2189869349","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$50,000 to $75,000","At least 50% of income","0.37026602885","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$75,000 to $100,000","Less than 20% of income","0.18499617703","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$75,000 to $100,000","20% to 24% of income","0.07836199079","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$75,000 to $100,000","25% to 29% of income","0.10570956098","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$75,000 to $100,000","30% to 34% of income","0.12258397198","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$75,000 to $100,000","35% to 39% of income","0.15137182382","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$75,000 to $100,000","40% to 49% of income","0.18175998862","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$75,000 to $100,000","At least 50% of income","0.17521648678","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$100,000 or more","Less than 20% of income","0.59191397925","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$100,000 or more","20% to 24% of income","0.14523558673","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$100,000 or more","25% to 29% of income","0.09989245216","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$100,000 or more","30% to 34% of income","0.06367226602","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$100,000 or more","35% to 39% of income","0.03764393559","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$100,000 or more","40% to 49% of income","0.03324783535","ACS_B25074_B25095_1YR"
"Santa Clara","2,024","$100,000 or more","At least 50% of income","0.0283939449","ACS_B25074_B25095_1YR"
"Solano","2,024","Less than $10,000","Less than 20% of income","0","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","Less than $10,000","20% to 24% of income","0","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","Less than $10,000","25% to 29% of income","0.00680786687","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","Less than $10,000","30% to 34% of income","0","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","Less than $10,000","35% to 39% of income","0","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","Less than $10,000","40% to 49% of income","0.00353000504","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","Less than $10,000","At least 50% of income","0.98966212809","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$10,000 to $20,000","Less than 20% of income","0.02096968078","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$10,000 to $20,000","20% to 24% of income","0.02470949646","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$10,000 to $20,000","25% to 29% of income","0.04220649125","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$10,000 to $20,000","30% to 34% of income","0.03686389742","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$10,000 to $20,000","35% to 39% of income","0.0548951516","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$10,000 to $20,000","40% to 49% of income","0.0671831174","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$10,000 to $20,000","At least 50% of income","0.75317216509","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$20,000 to $35,000","Less than 20% of income","0.02234951639","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$20,000 to $35,000","20% to 24% of income","0.03953422857","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$20,000 to $35,000","25% to 29% of income","0.05653112968","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$20,000 to $35,000","30% to 34% of income","0.04310263875","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$20,000 to $35,000","35% to 39% of income","0.02657526528","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$20,000 to $35,000","40% to 49% of income","0.07164992018","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$20,000 to $35,000","At least 50% of income","0.74025730116","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$35,000 to $50,000","Less than 20% of income","0.13250536097","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$35,000 to $50,000","20% to 24% of income","0.05164403145","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$35,000 to $50,000","25% to 29% of income","0.07639385275","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$35,000 to $50,000","30% to 34% of income","0.04717655468","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$35,000 to $50,000","35% to 39% of income","0.07505360972","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$35,000 to $50,000","40% to 49% of income","0.12437455325","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$35,000 to $50,000","At least 50% of income","0.49285203717","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$50,000 to $75,000","Less than 20% of income","0.13318495437","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$50,000 to $75,000","20% to 24% of income","0.06677053194","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$50,000 to $75,000","25% to 29% of income","0.05791230803","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$50,000 to $75,000","30% to 34% of income","0.1245938126","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$50,000 to $75,000","35% to 39% of income","0.0972178945","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$50,000 to $75,000","40% to 49% of income","0.23489873136","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$50,000 to $75,000","At least 50% of income","0.28542176719","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$75,000 to $100,000","Less than 20% of income","0.24345445495","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$75,000 to $100,000","20% to 24% of income","0.07949228472","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$75,000 to $100,000","25% to 29% of income","0.16829268293","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$75,000 to $100,000","30% to 34% of income","0.15072175212","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$75,000 to $100,000","35% to 39% of income","0.14614235938","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$75,000 to $100,000","40% to 49% of income","0.13882528621","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$75,000 to $100,000","At least 50% of income","0.07307117969","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$100,000 or more","Less than 20% of income","0.56525919292","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$100,000 or more","20% to 24% of income","0.17894584343","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$100,000 or more","25% to 29% of income","0.12626435571","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$100,000 or more","30% to 34% of income","0.06108418502","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$100,000 or more","35% to 39% of income","0.03206985565","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$100,000 or more","40% to 49% of income","0.02271889158","ACS_B25074_B25095_1YR_5YR"
"Solano","2,024","$100,000 or more","At least 50% of income","0.01365767569","ACS_B25074_B25095_1YR_5YR"
"Sonoma","2,024","Less than $10,000","Less than 20% of income","0","ACS_B25074_B25095_1YR"
"Sonoma","2,024","Less than $10,000","20% to 24% of income","0.01722469518","ACS_B25074_B25095_1YR"
"Sonoma","2,024","Less than $10,000","25% to 29% of income","0","ACS_B25074_B25095_1YR"
"Sonoma","2,024","Less than $10,000","30% to 34% of income","0","ACS_B25074_B25095_1YR"
"Sonoma","2,024","Less than $10,000","35% to 39% of income","0","ACS_B25074_B25095_1YR"
"Sonoma","2,024","Less than $10,000","40% to 49% of income","0","ACS_B25074_B25095_1YR"
"Sonoma","2,024","Less than $10,000","At least 50% of income","0.98277530482","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$10,000 to $20,000","Less than 20% of income","0.01314747347","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$10,000 to $20,000","20% to 24% of income","0.01362268335","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$10,000 to $20,000","25% to 29% of income","0.03469032156","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$10,000 to $20,000","30% to 34% of income","0.03310628861","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$10,000 to $20,000","35% to 39% of income","0.01964200855","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$10,000 to $20,000","40% to 49% of income","0.01900839537","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$10,000 to $20,000","At least 50% of income","0.86678282908","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$20,000 to $35,000","Less than 20% of income","0.07485436118","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$20,000 to $35,000","20% to 24% of income","0.06543771447","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$20,000 to $35,000","25% to 29% of income","0.07676961136","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$20,000 to $35,000","30% to 34% of income","0.0252174607","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$20,000 to $35,000","35% to 39% of income","0.06064958902","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$20,000 to $35,000","40% to 49% of income","0.07916367409","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$20,000 to $35,000","At least 50% of income","0.61790758918","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$35,000 to $50,000","Less than 20% of income","0.11892956103","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$35,000 to $50,000","20% to 24% of income","0.03171941082","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$35,000 to $50,000","25% to 29% of income","0.0790433134","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$35,000 to $50,000","30% to 34% of income","0.12089835205","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$35,000 to $50,000","35% to 39% of income","0.07437654951","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$35,000 to $50,000","40% to 49% of income","0.09297068689","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$35,000 to $50,000","At least 50% of income","0.48206212629","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$50,000 to $75,000","Less than 20% of income","0.21733569867","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$50,000 to $75,000","20% to 24% of income","0.06283262511","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$50,000 to $75,000","25% to 29% of income","0.07211518627","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$50,000 to $75,000","30% to 34% of income","0.08634844672","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$50,000 to $75,000","35% to 39% of income","0.09624984529","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$50,000 to $75,000","40% to 49% of income","0.18556871158","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$50,000 to $75,000","At least 50% of income","0.27954948636","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$75,000 to $100,000","Less than 20% of income","0.24855464807","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$75,000 to $100,000","20% to 24% of income","0.14366339359","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$75,000 to $100,000","25% to 29% of income","0.09016243003","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$75,000 to $100,000","30% to 34% of income","0.18303202716","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$75,000 to $100,000","35% to 39% of income","0.09218133431","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$75,000 to $100,000","40% to 49% of income","0.14503991924","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$75,000 to $100,000","At least 50% of income","0.09736624759","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$100,000 or more","Less than 20% of income","0.54983802282","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$100,000 or more","20% to 24% of income","0.1746950311","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$100,000 or more","25% to 29% of income","0.13043729032","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$100,000 or more","30% to 34% of income","0.05630269065","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$100,000 or more","35% to 39% of income","0.04017226297","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$100,000 or more","40% to 49% of income","0.03184750113","ACS_B25074_B25095_1YR"
"Sonoma","2,024","$100,000 or more","At least 50% of income","0.01670720102","ACS_B25074_B25095_1YR"
